narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P06_113_67,P06,P06_113,00:02:11.419,00:02:10.91,00:02:12.69,6545,6634,close fridge,close,4,fridge,12,['fridge'],[12]
P06_113_68,P06,P06_113,00:02:14.927,00:02:13.05,00:02:14.67,6652,6733,put down wraps,put-down,1,wrap,107,['wrap'],[107]
P06_113_69,P06,P06_113,00:02:15.173,00:02:14.77,00:02:15.72,6738,6786,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23]
P06_113_7,P06,P06_113,00:00:22.664,00:00:22.38,00:00:23.59,1119,1179,pick up pan,pick-up,0,pan,5,['pan'],[5]
P06_113_70,P06,P06_113,00:02:16.674,00:02:15.52,00:02:17.86,6776,6893,open tupperware,open,3,tupperware,23,['tupperware'],[23]
P06_113_71,P06,P06_113,00:02:19.180,00:02:17.96,00:02:19.89,6898,6994,pour rice into tupperware,pour-into,9,rice,55,"['rice', 'tupperware']","[55, 23]"
P06_113_72,P06,P06_113,00:02:23.182,00:02:22.22,00:02:23.05,7111,7152,turn on tap,turn-on,6,tap,0,['tap'],[0]
P06_113_73,P06,P06_113,00:02:25.676,00:02:25.03,00:02:25.62,7251,7281,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22]
P06_113_74,P06,P06_113,00:02:26.152,00:02:25.82,00:02:37.69,7291,7884,wash tupperware,wash,2,tupperware,23,['tupperware'],[23]
P06_113_75,P06,P06_113,00:02:40.658,00:02:40.61,00:02:41.94,8030,8097,turn on tap,turn-on,6,tap,0,['tap'],[0]
P06_113_76,P06,P06_113,00:02:41.725,00:02:42.04,00:02:46.92,8102,8346,rinse tupperware,rinse,2,tupperware,23,['tupperware'],[23]
P06_113_77,P06,P06_113,00:02:46.966,00:02:46.58,00:02:47.53,8329,8376,put tupperware on drying rack,put-on,1,tupperware,23,"['tupperware', 'rack:drying']","[23, 110]"
P06_113_78,P06,P06_113,00:02:49.908,00:02:49.01,00:02:50.09,8450,8504,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P06_113_79,P06,P06_113,00:02:50.456,00:02:50.30,00:02:50.97,8515,8548,take lid off pan,take-off,12,lid,6,"['lid', 'pan']","[6, 5]"
P06_113_8,P06,P06_113,00:00:24.665,00:00:24.87,00:00:25.68,1243,1284,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P06_113_80,P06,P06_113,00:02:52.909,00:02:51.09,00:02:53.54,8554,8677,put down lid,put-down,1,lid,6,['lid'],[6]
P06_113_81,P06,P06_113,00:02:54.410,00:02:53.65,00:02:56.43,8682,8821,stir pan,stir,10,pan,5,['pan'],[5]
P06_113_82,P06,P06_113,00:03:00.659,00:03:01.19,00:03:22.58,9059,10129,spoon chilli into tupperware,spoon-into,16,chilli,69,"['chilli', 'tupperware']","[69, 23]"
P06_113_83,P06,P06_113,00:03:23.407,00:03:22.57,00:03:23.66,10128,10183,put spoon in sink,put-in,5,spoon,1,"['spoon', 'sink']","[1, 63]"
P06_113_84,P06,P06_113,00:03:25.210,00:03:24.35,00:03:25.34,10217,10267,put down tupperware,put-down,1,tupperware,23,['tupperware'],[23]
P06_113_85,P06,P06_113,00:03:25.660,00:03:25.44,00:03:27.31,10272,10365,pick up lid,pick-up,0,lid,6,['lid'],[6]
P06_113_86,P06,P06_113,00:03:27.912,00:03:27.66,00:03:28.35,10383,10417,put lid on pan,put-on,1,lid,6,"['lid', 'pan']","[6, 5]"
P06_113_87,P06,P06_113,00:03:28.901,00:03:28.13,00:03:29.37,10406,10468,pick up wraps,pick-up,0,wrap,107,['wrap'],[107]
P06_113_88,P06,P06_113,00:03:30.955,00:03:31.06,00:03:32.00,10553,10600,open wraps,open,3,wrap,107,['wrap'],[107]
P06_113_89,P06,P06_113,00:03:33.185,00:03:32.07,00:03:33.44,10603,10672,take out wrap,take-out,12,wrap,107,['wrap'],[107]
P06_113_9,P06,P06_113,00:00:27.675,00:00:25.78,00:00:29.04,1289,1452,put pan in cupboard,put-in,5,pan,5,"['pan', 'cupboard']","[5, 3]"
P06_113_90,P06,P06_113,00:03:34.906,00:03:33.54,00:03:37.28,10677,10864,fold wrap,fold,28,wrap,107,['wrap'],[107]
P06_113_91,P06,P06_113,00:03:37.910,00:03:37.67,00:03:38.82,10883,10941,put wrap in tupperware,put-in,5,wrap,107,"['wrap', 'tupperware']","[107, 23]"
P06_113_92,P06,P06_113,00:03:38.151,00:03:37.97,00:03:39.44,10898,10972,pick up lid,pick-up,0,lid,6,['lid'],[6]
P06_113_93,P06,P06_113,00:03:39.203,00:03:38.35,00:03:40.85,10917,11042,put lid on tupperware,put-on,1,lid,6,"['lid', 'tupperware']","[6, 23]"
P06_113_94,P06,P06_113,00:03:41.407,00:03:41.15,00:03:45.90,11057,11295,squash wraps,squash,18,wrap,107,['wrap'],[107]
P06_113_95,P06,P06_113,00:03:48.210,00:03:47.50,00:03:49.87,11375,11493,pick up pan,pick-up,0,pan,5,['pan'],[5]
P06_113_96,P06,P06_113,00:03:50.707,00:03:50.05,00:03:51.60,11502,11580,open fridge,open,3,fridge,12,['fridge'],[12]
P06_113_97,P06,P06_113,00:03:52.658,00:03:51.02,00:03:53.61,11551,11680,put pan in fridge,put-in,5,pan,5,"['pan', 'fridge']","[5, 12]"
P06_113_98,P06,P06_113,00:03:54.444,00:03:53.80,00:03:55.30,11690,11765,put wraps in fridge,put-in,5,wrap,107,"['wrap', 'fridge']","[107, 12]"
P06_113_99,P06,P06_113,00:03:55.905,00:03:55.58,00:03:58.15,11779,11907,close fridge,close,4,fridge,12,['fridge'],[12]
P07_101_0,P07,P07_101,00:00:12.400,00:00:11.64,00:00:12.75,582,637,grab pan,grab,0,pan,5,['pan'],[5]
P07_101_1,P07,P07_101,00:00:15.900,00:00:14.93,00:00:18.05,746,902,turn on hob,turn-on,6,hob,24,['hob'],[24]
P07_101_10,P07,P07_101,00:00:56.325,00:00:56.27,00:00:59.97,2813,2998,grab cutting board,grab,0,board:cutting,18,['board:cutting'],[18]
P07_101_11,P07,P07_101,00:00:59.080,00:00:58.80,00:01:00.56,2940,3028,take cheese,take,0,cheese,32,['cheese'],[32]
P07_101_12,P07,P07_101,00:01:03.520,00:01:02.57,00:01:04.16,3128,3208,open drawer,open,3,drawer,8,['drawer'],[8]
P07_101_13,P07,P07_101,00:01:05.020,00:01:04.26,00:01:05.37,3213,3268,close drawer,close,4,drawer,8,['drawer'],[8]
P07_101_14,P07,P07_101,00:01:07.320,00:01:06.53,00:01:07.68,3326,3384,grab knife,grab,0,knife,4,['knife'],[4]
P07_101_15,P07,P07_101,00:01:10.240,00:01:08.12,00:01:42.69,3406,5134,slice cheese,slice,7,cheese,32,['cheese'],[32]
P07_101_16,P07,P07_101,00:01:45.420,00:01:44.48,00:01:46.71,5223,5335,grab bag,grab,0,bag,19,['bag'],[19]
P07_101_17,P07,P07_101,00:01:49.540,00:01:46.77,00:01:55.87,5338,5793,open bag,open,3,bag,19,['bag'],[19]
P07_101_18,P07,P07_101,00:01:56.220,00:01:55.60,00:02:00.20,5780,6010,grab omelette,grab,0,omelette,162,['omelette'],[162]
P07_101_19,P07,P07_101,00:02:01.264,00:02:00.29,00:02:02.52,6014,6126,put omelette onto pan,put-onto,1,omelette,162,"['omelette', 'pan']","[162, 5]"
P07_101_2,P07,P07_101,00:00:18.040,00:00:17.46,00:00:18.04,873,902,turn off hob,turn-off,8,hob,24,['hob'],[24]
P07_101_20,P07,P07_101,00:02:11.000,00:02:10.18,00:02:11.90,6509,6595,grab spoon,grab,0,spoon,1,['spoon'],[1]
P07_101_21,P07,P07_101,00:02:13.381,00:02:12.22,00:02:13.15,6611,6657,open door,open,3,door,3,['door'],[3]
P07_101_22,P07,P07_101,00:02:14.440,00:02:14.40,00:02:15.29,6720,6764,close door,close,4,door,3,['door'],[3]
P07_101_23,P07,P07_101,00:02:19.900,00:02:18.51,00:02:20.16,6925,7008,wash hands,wash,2,hand,11,['hand'],[11]
P07_101_24,P07,P07_101,00:02:21.260,00:02:20.36,00:02:21.36,7018,7068,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_101_25,P07,P07_101,00:02:24.140,00:02:21.28,00:02:25.64,7064,7281,wash hands,wash,2,hand,11,['hand'],[11]
P07_101_26,P07,P07_101,00:02:26.202,00:02:25.54,00:02:26.71,7277,7335,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_101_27,P07,P07_101,00:02:30.520,00:02:29.08,00:02:32.84,7453,7642,dry hands,dry,14,hand,11,['hand'],[11]
P07_101_28,P07,P07_101,00:02:34.720,00:02:33.10,00:02:35.65,7655,7782,flip omelette,flip,22,omelette,162,['omelette'],[162]
P07_101_29,P07,P07_101,00:02:46.880,00:02:42.82,00:02:50.58,8141,8529,turn on oven,turn-on,6,oven,46,['oven'],[46]
P07_101_3,P07,P07_101,00:00:19.141,00:00:19.13,00:00:26.84,956,1342,turn on hob,turn-on,6,hob,24,['hob'],[24]
P07_101_30,P07,P07_101,00:02:51.960,00:02:50.37,00:02:53.28,8518,8664,flip omelette,flip,22,omelette,162,['omelette'],[162]
P07_101_31,P07,P07_101,00:02:53.840,00:02:53.11,00:02:56.84,8655,8842,grab cheese,grab,0,cheese,32,['cheese'],[32]
P07_101_32,P07,P07_101,00:02:57.040,00:02:56.60,00:03:12.58,8830,9629,put cheese onto omelette,put-onto,1,cheese,32,"['cheese', 'omelette']","[32, 162]"
P07_101_33,P07,P07_101,00:03:14.000,00:03:15.23,00:03:24.08,9761,10204,grab ham,grab,0,ham,156,['ham'],[156]
P07_101_34,P07,P07_101,00:03:38.020,00:03:34.43,00:03:39.74,10721,10987,close bag,close,4,bag,19,['bag'],[19]
P07_101_35,P07,P07_101,00:03:41.680,00:03:41.64,00:03:43.07,11082,11153,open fridge,open,3,fridge,12,['fridge'],[12]
P07_101_36,P07,P07_101,00:03:45.861,00:03:45.33,00:03:47.68,11266,11384,grab ham,grab,0,ham,156,['ham'],[156]
P07_101_37,P07,P07_101,00:03:52.680,00:03:52.29,00:03:53.55,11614,11677,pick up cheese,pick-up,0,cheese,32,['cheese'],[32]
P07_101_38,P07,P07_101,00:03:56.880,00:03:56.20,00:04:00.59,11810,12029,press omelette,press,21,omelette,162,['omelette'],[162]
P07_101_39,P07,P07_101,00:04:02.740,00:04:00.71,00:04:04.48,12035,12224,flip omelette,flip,22,omelette,162,['omelette'],[162]
P07_101_4,P07,P07_101,00:00:26.864,00:00:26.71,00:00:27.48,1335,1374,open fridge,open,3,fridge,12,['fridge'],[12]
P07_101_40,P07,P07_101,00:04:05.780,00:04:05.12,00:04:06.90,12256,12345,grab chorizo,grab,0,chorizo,86,['chorizo'],[86]
P07_101_41,P07,P07_101,00:04:11.360,00:04:09.00,00:04:14.17,12450,12708,peel chorizo,peel,19,chorizo,86,['chorizo'],[86]
P07_101_42,P07,P07_101,00:04:14.420,00:04:13.94,00:04:15.02,12697,12751,grab knife,grab,0,knife,4,['knife'],[4]
P07_101_43,P07,P07_101,00:04:16.060,00:04:15.12,00:04:38.06,12756,13903,slice chorizo,slice,7,chorizo,86,['chorizo'],[86]
P07_101_44,P07,P07_101,00:04:47.220,00:04:43.91,00:04:48.69,14195,14434,put chorizo into bag,put-into,5,chorizo,86,"['chorizo', 'bag']","[86, 19]"
P07_101_45,P07,P07_101,00:04:50.060,00:04:49.43,00:04:50.95,14471,14547,open fridge,open,3,fridge,12,['fridge'],[12]
P07_101_46,P07,P07_101,00:04:55.941,00:04:54.69,00:04:56.75,14734,14837,grab pan,grab,0,pan,5,['pan'],[5]
P07_101_47,P07,P07_101,00:04:58.360,00:04:56.57,00:04:58.93,14828,14946,turn off hob,turn-off,8,hob,24,['hob'],[24]
P07_101_48,P07,P07_101,00:05:01.500,00:05:01.34,00:05:02.67,15066,15133,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_101_49,P07,P07_101,00:05:02.720,00:05:01.99,00:05:11.20,15099,15560,wash hands,wash,2,hand,11,['hand'],[11]
P07_101_5,P07,P07_101,00:00:30.384,00:00:28.58,00:00:31.00,1429,1550,grab bag,grab,0,bag,19,['bag'],[19]
P07_101_50,P07,P07_101,00:05:11.220,00:05:11.17,00:05:12.25,15558,15612,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_101_51,P07,P07_101,00:05:18.120,00:05:18.18,00:05:19.54,15909,15977,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_101_52,P07,P07_101,00:05:19.840,00:05:19.64,00:05:22.96,15982,16147,wash hands,wash,2,hand,11,['hand'],[11]
P07_101_53,P07,P07_101,00:05:22.920,00:05:22.76,00:05:23.75,16138,16187,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_101_54,P07,P07_101,00:05:25.440,00:05:23.67,00:05:26.25,16183,16312,dry hands,dry,14,hand,11,['hand'],[11]
P07_101_55,P07,P07_101,00:05:29.400,00:05:29.09,00:05:30.27,16454,16513,open door,open,3,door,3,['door'],[3]
P07_101_56,P07,P07_101,00:05:30.800,00:05:30.37,00:05:31.90,16518,16595,grab plate,grab,0,plate,2,['plate'],[2]
P07_101_57,P07,P07_101,00:05:32.220,00:05:31.94,00:05:33.11,16597,16655,close door,close,4,door,3,['door'],[3]
P07_101_58,P07,P07_101,00:05:34.260,00:05:33.20,00:05:35.18,16660,16759,grab pan,grab,0,pan,5,['pan'],[5]
P07_101_59,P07,P07_101,00:05:36.800,00:05:36.08,00:05:37.51,16804,16875,put tortilla onto plate,put-onto,1,tortilla,107,"['tortilla', 'plate']","[107, 2]"
P07_101_6,P07,P07_101,00:00:38.560,00:00:35.14,00:00:37.19,1757,1859,grab ham,grab,0,ham,156,['ham'],[156]
P07_101_60,P07,P07_101,00:05:41.460,00:05:40.47,00:05:43.25,17023,17162,grab cheese,grab,0,cheese,32,['cheese'],[32]
P07_101_61,P07,P07_101,00:05:44.020,00:05:44.05,00:05:46.07,17202,17303,grab knife,grab,0,knife,4,['knife'],[4]
P07_101_62,P07,P07_101,00:05:46.560,00:05:45.16,00:06:08.07,17258,18403,slice cheese,slice,7,cheese,32,['cheese'],[32]
P07_101_63,P07,P07_101,00:06:11.240,00:06:10.87,00:06:11.78,18543,18589,open door,open,3,door,3,['door'],[3]
P07_101_64,P07,P07_101,00:06:12.580,00:06:11.88,00:06:13.49,18594,18674,grab tray,grab,0,tray,35,['tray'],[35]
P07_101_65,P07,P07_101,00:06:17.000,00:06:17.04,00:06:22.07,18852,19103,open fridge,open,3,fridge,12,['fridge'],[12]
P07_101_66,P07,P07_101,00:06:21.840,00:06:22.06,00:06:23.70,19103,19185,grab knife,grab,0,knife,4,['knife'],[4]
P07_101_67,P07,P07_101,00:06:25.520,00:06:23.31,00:06:29.52,19165,19476,open bag,open,3,bag,19,['bag'],[19]
P07_101_68,P07,P07_101,00:06:33.100,00:06:32.59,00:06:37.46,19629,19873,put bread onto tray,put-onto,1,bread,33,"['bread', 'tray']","[33, 35]"
P07_101_69,P07,P07_101,00:06:38.120,00:06:36.61,00:06:39.93,19830,19996,close bag,close,4,bag,19,['bag'],[19]
P07_101_7,P07,P07_101,00:00:49.820,00:00:49.34,00:00:50.03,2467,2501,grab coffee maker,grab,0,maker:coffee,50,['maker:coffee'],[50]
P07_101_70,P07,P07_101,00:06:39.941,00:06:39.68,00:06:41.19,19984,20059,open fridge,open,3,fridge,12,['fridge'],[12]
P07_101_71,P07,P07_101,00:06:44.980,00:06:44.75,00:06:45.32,20237,20266,grab cheese,grab,0,cheese,32,['cheese'],[32]
P07_101_72,P07,P07_101,00:06:47.200,00:06:45.78,00:06:46.47,20289,20323,put cheese onto bread,put-onto,1,cheese,32,"['cheese', 'bread']","[32, 33]"
P07_101_73,P07,P07_101,00:06:53.460,00:06:53.17,00:06:54.18,20658,20709,grab knife,grab,0,knife,4,['knife'],[4]
P07_101_74,P07,P07_101,00:07:17.061,00:07:16.61,00:07:18.06,21830,21903,cut cheese,cut,7,cheese,32,['cheese'],[32]
P07_101_75,P07,P07_101,00:07:23.400,00:07:22.87,00:07:23.64,22143,22182,grab chorizo,grab,0,chorizo,86,['chorizo'],[86]
P07_101_76,P07,P07_101,00:07:33.840,00:07:33.45,00:07:34.18,22672,22709,open oven,open,3,oven,46,['oven'],[46]
P07_101_77,P07,P07_101,00:07:35.800,00:07:35.58,00:07:36.74,22779,22837,close oven,close,4,oven,46,['oven'],[46]
P07_101_78,P07,P07_101,00:07:37.140,00:07:36.69,00:07:38.38,22834,22919,grab cheese,grab,0,cheese,32,['cheese'],[32]
P07_101_79,P07,P07_101,00:07:39.300,00:07:37.95,00:07:38.94,22897,22947,put cheese into bag,put-into,5,cheese,32,"['cheese', 'bag']","[32, 19]"
P07_101_8,P07,P07_101,00:00:50.093,00:00:49.95,00:00:50.74,2497,2537,move coffee maker,move,11,maker:coffee,50,['maker:coffee'],[50]
P07_101_80,P07,P07_101,00:07:43.420,00:07:43.49,00:07:44.75,23174,23237,open fridge,open,3,fridge,12,['fridge'],[12]
P07_101_9,P07,P07_101,00:00:51.360,00:00:50.84,00:00:51.88,2542,2594,grab paper roll,grab,0,roll:paper,93,['roll:paper'],[93]
P07_102_0,P07,P07_102,00:00:02.320,00:00:02.09,00:00:02.82,104,141,grab coffee maker,grab,0,maker:coffee,50,['maker:coffee'],[50]
P07_102_1,P07,P07_102,00:00:04.900,00:00:03.97,00:00:08.39,198,419,pour coffee into cup,pour-into,9,coffee,59,"['coffee', 'cup']","[59, 13]"
P07_102_10,P07,P07_102,00:00:29.800,00:00:28.34,00:00:33.59,1417,1679,rinse knife,rinse,2,knife,4,['knife'],[4]
P07_102_11,P07,P07_102,00:00:33.520,00:00:33.50,00:00:34.08,1675,1704,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_102_12,P07,P07_102,00:00:35.400,00:00:34.82,00:00:35.59,1741,1779,grab sponge,grab,0,sponge,9,['sponge'],[9]
P07_102_13,P07,P07_102,00:00:35.580,00:00:35.24,00:00:36.10,1762,1805,grab glass,grab,0,glass,10,['glass'],[10]
P07_102_14,P07,P07_102,00:00:36.920,00:00:36.43,00:00:40.84,1821,2042,wash glass,wash,2,glass,10,['glass'],[10]
P07_102_15,P07,P07_102,00:00:41.340,00:00:41.06,00:00:42.70,2053,2135,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_102_16,P07,P07_102,00:00:43.400,00:00:42.58,00:00:47.22,2129,2361,rinse glass,rinse,2,glass,10,['glass'],[10]
P07_102_17,P07,P07_102,00:00:48.660,00:00:47.95,00:00:49.53,2397,2476,grab knife,grab,0,knife,4,['knife'],[4]
P07_102_18,P07,P07_102,00:00:50.780,00:00:49.53,00:00:52.94,2476,2647,rinse knife,rinse,2,knife,4,['knife'],[4]
P07_102_19,P07,P07_102,00:00:52.820,00:00:52.71,00:00:53.30,2635,2665,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_102_2,P07,P07_102,00:00:12.200,00:00:11.90,00:00:13.02,595,651,grab knife,grab,0,knife,4,['knife'],[4]
P07_102_20,P07,P07_102,00:00:55.060,00:00:55.08,00:00:56.24,2754,2812,grab sponge,grab,0,sponge,9,['sponge'],[9]
P07_102_21,P07,P07_102,00:00:56.220,00:00:55.54,00:00:57.05,2777,2852,grab spoon,grab,0,spoon,1,['spoon'],[1]
P07_102_22,P07,P07_102,00:00:57.562,00:00:56.94,00:01:04.66,2847,3233,wash spoon,wash,2,spoon,1,['spoon'],[1]
P07_102_23,P07,P07_102,00:01:05.000,00:01:04.95,00:01:06.26,3247,3313,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_102_24,P07,P07_102,00:01:06.980,00:01:06.99,00:01:14.95,3349,3747,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
P07_102_25,P07,P07_102,00:01:14.501,00:01:14.79,00:01:15.63,3739,3781,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_102_26,P07,P07_102,00:01:18.120,00:01:17.19,00:01:18.55,3859,3927,grab lid,grab,0,lid,6,['lid'],[6]
P07_102_27,P07,P07_102,00:01:18.426,00:01:18.56,00:01:19.38,3928,3969,grab sponge,grab,0,sponge,9,['sponge'],[9]
P07_102_28,P07,P07_102,00:01:20.140,00:01:19.39,00:01:26.18,3969,4309,wash lid,wash,2,lid,6,['lid'],[6]
P07_102_29,P07,P07_102,00:01:26.661,00:01:26.90,00:01:27.92,4345,4396,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_102_3,P07,P07_102,00:00:13.540,00:00:13.01,00:00:14.61,650,730,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_102_30,P07,P07_102,00:01:28.240,00:01:27.61,00:01:33.69,4380,4684,rinse lid,rinse,2,lid,6,['lid'],[6]
P07_102_31,P07,P07_102,00:01:33.500,00:01:33.49,00:01:33.98,4674,4698,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_102_32,P07,P07_102,00:01:35.580,00:01:35.32,00:01:36.61,4766,4830,grab pot,grab,0,pot,29,['pot'],[29]
P07_102_33,P07,P07_102,00:01:36.922,00:01:36.08,00:01:37.02,4804,4851,grab sponge,grab,0,sponge,9,['sponge'],[9]
P07_102_34,P07,P07_102,00:01:38.080,00:01:37.82,00:01:38.59,4891,4929,grab washing up liquid,grab,0,liquid:washing:up,22,['liquid:washing:up'],[22]
P07_102_35,P07,P07_102,00:01:39.420,00:01:38.56,00:01:41.16,4928,5058,pour washing up liquid into pot,pour,9,liquid:washing:up,22,"['liquid:washing:up', 'pot']","[22, 29]"
P07_102_36,P07,P07_102,00:01:41.440,00:01:41.26,00:01:41.91,5063,5095,grab sponge,grab,0,sponge,9,['sponge'],[9]
P07_102_37,P07,P07_102,00:01:42.820,00:01:42.25,00:01:59.37,5112,5968,wash pot,wash,2,pot,29,['pot'],[29]
P07_102_38,P07,P07_102,00:01:59.500,00:01:59.37,00:02:00.77,5968,6038,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_102_39,P07,P07_102,00:02:01.360,00:02:00.95,00:02:07.40,6047,6370,rinse pot,rinse,2,pot,29,['pot'],[29]
P07_102_4,P07,P07_102,00:00:15.322,00:00:14.71,00:00:15.97,735,798,grab washing up liquid,grab,0,liquid:washing:up,22,['liquid:washing:up'],[22]
P07_102_40,P07,P07_102,00:02:16.960,00:02:16.92,00:02:18.09,6846,6904,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_102_41,P07,P07_102,00:02:23.540,00:02:23.27,00:02:24.10,7163,7205,grab cutting board,grab,0,board:cutting,18,['board:cutting'],[18]
P07_102_42,P07,P07_102,00:02:25.720,00:02:25.24,00:02:26.23,7262,7311,grab sponge,grab,0,sponge,9,['sponge'],[9]
P07_102_43,P07,P07_102,00:02:27.220,00:02:26.21,00:02:39.16,7310,7958,wash cutting board,wash,2,board:cutting,18,['board:cutting'],[18]
P07_102_44,P07,P07_102,00:02:39.440,00:02:39.26,00:02:40.63,7963,8031,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_102_45,P07,P07_102,00:02:41.300,00:02:40.71,00:02:49.94,8035,8497,rinse cutting board,rinse,2,board:cutting,18,['board:cutting'],[18]
P07_102_46,P07,P07_102,00:02:50.040,00:02:49.92,00:02:50.99,8496,8549,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_102_47,P07,P07_102,00:02:52.080,00:02:51.86,00:02:54.40,8593,8720,grab lid,grab,0,lid,6,['lid'],[6]
P07_102_48,P07,P07_102,00:02:55.200,00:02:54.88,00:02:55.93,8744,8796,put lid on cutting board,put-on,1,lid,6,"['lid', 'board:cutting']","[6, 18]"
P07_102_49,P07,P07_102,00:02:57.541,00:02:56.09,00:02:58.74,8804,8937,grab sponge,grab,0,sponge,9,['sponge'],[9]
P07_102_5,P07,P07_102,00:00:16.200,00:00:16.07,00:00:16.65,803,832,grab sponge,grab,0,sponge,9,['sponge'],[9]
P07_102_50,P07,P07_102,00:02:58.760,00:02:57.30,00:02:58.45,8865,8922,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_102_51,P07,P07_102,00:02:59.380,00:02:58.22,00:03:00.59,8911,9029,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
P07_102_52,P07,P07_102,00:03:01.660,00:03:00.37,00:03:01.70,9018,9085,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_102_53,P07,P07_102,00:03:05.320,00:03:04.87,00:03:06.05,9243,9302,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_102_54,P07,P07_102,00:03:06.202,00:03:06.03,00:03:06.88,9301,9344,rinse hand,rinse,2,hand,11,['hand'],[11]
P07_102_55,P07,P07_102,00:03:06.720,00:03:06.11,00:03:06.61,9305,9330,turn off tap,turn-off,8,tap,0,['tap'],[0]
P07_102_56,P07,P07_102,00:03:07.880,00:03:06.53,00:03:08.81,9326,9440,shake hands,shake,15,hand,11,['hand'],[11]
P07_102_57,P07,P07_102,00:03:11.420,00:03:08.88,00:03:13.84,9444,9692,dry hands,dry,14,hand,11,['hand'],[11]
P07_102_58,P07,P07_102,00:03:15.360,00:03:14.72,00:03:16.85,9736,9842,grab cup,grab,0,cup,13,['cup'],[13]
P07_102_59,P07,P07_102,00:03:20.440,00:03:19.83,00:03:21.09,9991,10054,grab baking tray,grab,0,tray:baking,35,['tray:baking'],[35]
P07_102_6,P07,P07_102,00:00:16.820,00:00:16.69,00:00:18.01,834,900,pour washing up liquid on sponge,pour,9,liquid:washing:up,22,"['liquid:washing:up', 'sponge']","[22, 9]"
P07_102_7,P07,P07_102,00:00:19.280,00:00:19.10,00:00:19.70,955,985,grab knife,grab,0,knife,4,['knife'],[4]
P07_102_8,P07,P07_102,00:00:20.360,00:00:19.78,00:00:27.02,989,1351,wash knife,wash,2,knife,4,['knife'],[4]
P07_102_9,P07,P07_102,00:00:27.100,00:00:27.08,00:00:28.54,1354,1427,turn on tap,turn-on,6,tap,0,['tap'],[0]
P07_103_0,P07,P07_103,00:00:03.760,00:00:03.09,00:00:04.43,154,221,open door,open,3,door,3,['door'],[3]
P07_103_1,P07,P07_103,00:00:04.860,00:00:04.83,00:00:05.87,241,293,grab plate,grab,0,plate,2,['plate'],[2]
P07_103_10,P07,P07_103,00:00:21.853,00:00:21.77,00:00:22.84,1088,1142,take tray from oven,take-from,0,tray,35,"['tray', 'oven']","[35, 46]"
P07_103_11,P07,P07_103,00:00:23.280,00:00:22.91,00:00:23.67,1145,1183,put tray onto hob,put-onto,1,tray,35,"['tray', 'hob']","[35, 24]"
P07_103_12,P07,P07_103,00:00:25.740,00:00:24.13,00:00:26.47,1206,1323,turn off oven,turn-off,8,oven,46,['oven'],[46]
P07_103_13,P07,P07_103,00:00:27.300,00:00:26.47,00:00:27.85,1323,1392,turn off oven,turn-off,8,oven,46,['oven'],[46]
P07_103_14,P07,P07_103,00:00:29.744,00:00:29.16,00:00:30.58,1458,1529,grab tray,grab,0,tray,35,['tray'],[35]
P07_103_15,P07,P07_103,00:00:32.986,00:00:30.92,00:00:34.12,1546,1705,grab tray,grab,0,tray,35,['tray'],[35]
P07_103_16,P07,P07_103,00:00:35.760,00:00:33.74,00:00:37.50,1687,1875,put bread onto plate,put-onto,1,bread,33,"['bread', 'plate']","[33, 2]"
P07_103_17,P07,P07_103,00:00:46.200,00:00:45.56,00:00:46.75,2278,2337,grab plate,grab,0,plate,2,['plate'],[2]
P07_103_2,P07,P07_103,00:00:06.362,00:00:05.87,00:00:07.28,293,364,close door,close,4,door,3,['door'],[3]
P07_103_3,P07,P07_103,00:00:08.800,00:00:08.52,00:00:09.53,426,476,grab towel,grab,0,towel,52,['towel'],[52]
